item_id,title,date,publisher,fids,fnames
5126783,Make your parties rock substance-free,[2002],"U.S. Dept. of Transportation, National Highway Traffic Safety Administration",FID344,30000084170558.iso
4297500,ESI atlases,1998],"Research Planning, Inc., Environmental Technology Division",FID2172,30000060976887.iso
4304315,dynamic sun,[2000?],NASA,FID654,30000065643094.iso
4955921,"Satellite Data, Sea Surface Winds",[2000]s,"WOCE Data Information Unit, University of Delaware, College of Marine Studies",FID2452,30000078818246.iso
1379943,"[Licensed operating reactors, status summary report]",198u,U.S. Nuclear Regulatory Commission,FID3683|FID2035|FID733|FID1038|FID3675|FID2682|FID3803|FID2985|FID237|FID1222|FID3394|FID3314|FID1097|FID3569|FID2054|FID2582|FID3241|FID2876|FID417|FID3819|FID769|FID1373|FID3518|FID1148|FID1662|FID3080|FID1794|FID3207|FID3495,30000103501080.img|30000103501098.img|30000103501106.img|30000103501114.img|30000103501205.img|30000103501122.img|30000103501130.img|30000103501148.img|30000103501155.img|30000103501163.img|30000103501171.img|30000103501189.img|30000103501197.img|30000103501296.img|30000103501304.img|30000103501312.img|30000103501213.img|30000103501221.img|30000103501239.img|30000103501247.img|30000103501254.img|30000103501262.img|30000103501270.img|30000103501288.img|30000103501320.img|30000103501338.img|30000103501346.img|30000103501353.img|30000103501361.img
659151,Waterfowl management handbook,1995,National Biological Service,FID2485,30000044903619.iso
6068193,"Global Ecosystems Database, Disc A, 1992",,,FID2739,30000095865725.iso
5778073,Communities and Environmental laws,2004,United States Environmental Protection Agency,FID1191,30000093771602.iso
4266412,1990 census of population and housing,1996,"U.S. Dept. of Commerce, Bureau of the Census, Administrative and Customer Services Division",FID949,30000044928830.iso
4230755,TIGER/line 1992,[1993],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID1995,30000036854440.iso
4230762,TIGER/line 1992,[1993],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID921,30000038608646.iso
3725327,"Social and demographic characteristics of the U.S. population, 1998",2000,U.S. Census Bureau,FID1341,30000078894189.iso
1068820,Monthly energy review database,1990-,"Dept. of Energy, Energy Information Administration",FID503|FID3555|FID830|FID21|FID1157|FID1908|FID301|FID995|FID3935|FID479|FID1461|FID2796|FID3521|FID1923|FID1802|FID381|FID3574|FID3678|FID96|FID2555|FID3174|FID1771|FID2660|FID265|FID203|FID3043|FID873|FID2910|FID1306|FID3254|FID560|FID70|FID1202|FID1851|FID3361|FID95|FID439|FID1850|FID2937|FID1950|FID1241,30000048833556.img|30000048833549.img|30000048833531.img|30000048833523.img|30000048833515.img|30000048833507.img|30000048833499.img|30000048833606.img|30000048833689.img|30000048833705.img|30000048833614.img|30000048833622.img|30000048833630.img|30000048833648.img|30000048833655.img|30000048833663.img|30000048833671.img|30000048833713.img|30000103403014.img|30000103403022.img|30000048833838.img|30000048833820.img|30000048833812.img|30000048833804.img|30000048833796.img|30000048833788.img|30000048833770.img|30000103403006.img|30000103403030.img|30000048833747.img|30000048833739.img|30000103403048.img|30000103403055.img|30000103403063.img|30000048833754.img|30000103403071.img|30000103403089.img|30000103403097.img|30000103403105.img|30000048833721.img|30000048833846.img
5751182,Census 2000 public use microdata sample file for Guam 2000,[2003],"U.S. Dept. of Commerce, U.S. Census Bureau",FID368,30000087622993.iso
4259421,1990 census of population and housing,[1995],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID3729,30000044953994.iso
5268083,World ocean database,1998-,The Laboratory,FID3787|FID186|FID2333|FID1713|FID1245,30000048848265_1.iso|30000048848265_2.iso|30000048848265_3.iso|30000048848265_4.iso|30000053419903_2.iso
4291326,Coastal remote sensing,1996,The Center,FID810,30000053906420.iso
4273948,Photographic survey of the LDEF mission,1996,"National Aeronautics and Space Administration, Langley Research Center",FID373,30000050552235.iso
7329891,EPA's interactive sampling guide for drinking water system operators,[2006],"U.S. Environmental Protection Agency, Office of Water",FID3779,30000116481015.iso
1376188,Municipal solid waste factbook (386 or higher preferred),1993-,"Office of Solid Waste, U.S. E.P.A",FID3297,30000102588682.img
4280551,Internal revenue manual,1997,"Dept. of the Treasury, Internal Revenue Service",FID1763|FID992|FID1876|FID3344,30000048848653.iso|30000061426742.iso|30000056101789.iso|30000053421222.iso
2886138,History of U.S. Marine Corps operations in World War II,[2000],"Doctrine Division, Marine Corps Development Command",FID3551,30000065997110.iso
779064,New world vistas,[1995],USAF Scientific Advisory Board,FID3459,30000044929234.iso
4259029,French posters from World War I,[1996?],Library of Congress,FID2066,30000042424527.iso
575777,Master weather library,[1994],"Naval Meteorology and Oceanography Command, Naval Oceanographic Office",FID775,30000044596785.iso
5315322,organizational guide to pollution prevention,[2001],"U.S. Environmental Protection Agency, Office of Research and Development, National Risk Management Research Laboratory",FID1689,30000082087093.iso
4234823,TIGER/line 1992,[1993],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID2224,30000036885733.iso
4296577,AIRS executive plus,[1998- ],"US Environmental Protection Agency, Office of Air Quality Planning & Standards, Information Transfer & Program Integration Division, Information Transfer Group",FID1502,30000056080439.iso
1024216,Census of transportation,[1995],"U.S. Dept of Commerce, Bureau of the Census, Data User Services Division",FID1488,30000050015522.iso
4303599,Proceedings of the ... Annual NRO-OSL/GSFC-ATS Rideshare Conference,1999-,"National Aeronautics and Space Administration, Goddard Space Flight Center",FID1143,30000056093234.iso
5634255,"Colorado earthquake information, 1867-1996",[2000],"Colorado Geological Survey, Dept. of Natural Resources",FID1666,30000087809442.iso
4186978,National Health Interview Survey,[1993]-,The Center,FID2090|FID2360|FID482|FID67|FID1025|FID879|FID1229|FID676|FID2044|FID2674,30000050618242.iso|30000050618234.iso|30000050618226.iso|30000050618218.iso|30000050618200.iso|30000050618192.iso|30000050618184.iso|30000050618176.iso|30000042427785.iso|30000048825545.iso
4241257,1990 census of population and housing,[1994],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID710,30000044516866.iso
4205517,"National economic, social & environmental data bank",1992-[1995],The Dept,FID973,30000047535178.iso
5501900,first forty years,[2002],"National Aeronautics and Space Administration, Goddard Space Flight Center, Office of Public Affairs",FID329,30000085795981.iso
6476693,Vital Statistics of the United States,[2001]-,"U.S. Dept. of Health and Human Services, Centers for Disease Control and Prevention, National Center for Health Statistics, Division of Data Services",FID411,30000096190131.iso
4243830,1990 census of population and housing,[1994],"U.S. Dept. of Commerce, Bureau of the Census, Data User Services Division",FID3449,30000036885345.iso
6850482,Partnership to Prevent Fetal Alcohol Spectrum Disorders,2006,"Dept. of Health and Human Services, Substance Abuse and Mental Health Services Administration, Center for Substance Abuse Prevention",FID2310|FID1332,30000056089067_1.iso|30000056089067_2.iso
4907495,Time series of global monthly vegetation cover from NOAA/AVHRR (1985-1997),[2001],The Center,FID2290,30000076681711.iso
5274322,Rules of practice,2001],The Court,FID1888,30000083662696.iso
4277161,Multiple cause-of-death file,1997-,"U.S. Dept. of Health and Human Services, Public Health Service, Centers for Disease Control and Prevention, National Center for Health Statistics",FID2205|FID1919|FID252|FID1427|FID2296,30000047657279.iso|30000047657287.iso|30000048830164.iso|30000044896193.iso|30000116221569.iso
5894293,Energy Star for homes sales toolkit,[2004],"U.S. Environmental Protection Agency, Office of Air and Radiation",FID2889,30000095209452.iso
4965165,Gap analysis of Arkansas,1998,National Gap Analysis Project,FID1616|FID2175,30000078818279.iso|30000078288069.iso
4258174,U.S. global trade outlook,[1995-,The Administration,FID2511,30000047533009.iso
5528329,Benthic habitats of the main Hawaiian Islands,2003],"U.S. Dept. of Commerce, National Oceanic and Atmospheric Administration, National Ocean Service, National Centers for Coastal Ocean Science, Center for Coastal Monitoring and Assessment, Biogeography Program",FID3815,30000087742536.iso
6185876,Terrorism forecasting,2004],"Center for Strategic Intelligence Research, Joint Military Intelligence College",FID79,30000095947671.iso
5894294,"Early Childhood Longitudinal Study, Kindergarten Class of 1998-99, Data Files and Electronic Code Book?, May 2004, (CD-ROM)",2004?],s.n,FID3615,30000095209445.iso
4295412,"International surface weather observations, 1982-1997",[1998],The Center,FID2208|FID1752|FID340|FID3179|FID1387|FID1167,30000061189928_1.iso|30000061189928_2.iso|30000061189928_3.iso|30000061189928_4.iso|30000061189928_5.iso|30000064047594.iso
4947679,Design guide for rural substations,2001,"U.S. Dept. of Agriculture, Rural Utilities Service",FID3795,30000078818394.iso
4265001,"Tabular data, text, and graphical images in support of the 1995 national assessment of United States oil and gas resources",1996,U.S. Geological Survey,FID2209,30000077392714.iso
4654771,Administrative Record File,[1997],Superfund Record Center,FID2804,30000067164453.iso
4882559,NATO/CCMS pilot study reports,2001],U.S. Environmental Protection Agency,FID2322,30000078957259.iso
4299007,United States Coast Guard Auxiliary,[1998?],"U.S. Dept. of Transportation, U.S. Coast Guard Headquarters, Office of Auxiliary",FID3016,30000061247387.iso
5501904,Terra MODIS oceans data,2003,NASA,FID1960|FID2562,30000087742411_1.iso|30000087742411_2.iso
659150,LandView II,[1995],The Agency,FID2125|FID1312|FID534|FID2178|FID1606|FID749|FID1791|FID2257|FID342|FID888|FID125,30000044907917.iso|30000044896623.iso|30000044896433.iso|30000044896425.iso|30000044896417.iso|30000044896409.iso|30000044896615.iso|30000044896607.iso|30000044896599.iso|30000044896847.iso|30000044896854.iso
4910092,Biological Atlas of the Arctic Seas 2000,[2000],The Laboratory,FID506,30000078802729.iso
4297581,1998 technical reports,[1998?],OIT,FID1957,30000057097689.iso
4996562,Marine Corps publications electronic library,1996-,"Hdqrs., U.S. Marine Corps, Administration and Resource Management Division",FID2761,30000056102415.iso
4608789,"Photovoltaics, 1996-1997",1998?),Produced for the Office of Photovoltaics and Wind Technologies by the Office of Scientific and Technical Information,FID3785,30000057033700.iso
2758821,Worker deaths by electrocution,[2000],"U.S. Dept. of Health and Human Services, Public Health Service, Centers for Disease Control and Prevention, National Institute for Occupational Safety and Health",FID2525,30000078830308.iso
3416805,DLAPS,-[1999],The Agency,FID2467,30000062940618.iso
5490572,Landscape dynamics and forest management,[2002],"[U.S. Dept. of Agriculture, Forest Service], Rocky Mountain Research Station",FID231,30000085795296.iso
4226437,PCAEO 90,1990],Energy Information Administration,FID3454|FID28|FID2022|FID1187|FID2787|FID2061|FID2319|FID3545|FID2277|FID2858|FID527|FID758|FID1777,30000050360142.img|30000050360308.img|30000050360316.img|30000050360324.img|30000050360332.img|30000050360134.img|30000050360126.img|30000050360241.img|30000050360258.img|30000050360266.img|30000050360274.img|30000050360282.img|30000050360290.img
7041380,lignite reserves of North Dakota,2006,North Dakota Geological Survey,FID1859,30000102330572.iso
4955867,Data Information Unit and Bathymetry,[2000]s,"WOCE Data Information Unit, University of Delaware, College of Marine Studies",FID3946,30000078818345.iso
1248866,TransVU,c1993,"Bureau of Transportation Statistics, U.S. Dept. of Transportation",FID3172|FID2696|FID3017,30000103501049.img|30000103501056.img|30000103501064.img
5346616,Methods & procedures TOs,2001],U.S. Air Force,FID2182,30000082157979.iso
5751194,Census 2000 public use microdata sample file for Virgin Islands 2000,[2003],"U.S. Dept. of Commerce, U.S. Census Bureau",FID2961,30000094627621.iso
1172644,Catalog of federal domestic assistance,199u,"U.S. General Services Administration, Governmentwide Information Systems Division",FID2839|FID2668|FID3|FID2544|FID3756|FID2324|FID1056|FID1357|FID1104|FID2050|FID393,30000096202191.iso|30000048807212.iso|30000048832533.iso|30000056091832.iso|30000056085032.iso|30000056102043.iso|30000053424358.iso|30000053708123.iso|30000053423152.iso|30000053424341.iso|30000053527374.iso
5560168,IEA civic education study,[2003],"National Center for Education Statistics, U.S. Dept. of Education, Institute of Education Sciences",FID1051,30000086276445.iso
